STRS_addaction_hideout_addon3,Hideout: On-line Banking Add-on $%1,,,
STRS_addaction_hideout_addon4,Reparar Hideout $%1,,,
STRS_addaction_hideout_addon5,Olhar Hideout,,,
STRS_addaction_hideout_healaddon_use,Heal,,,
STRS_addaction_hideout_bankaddon_use,On-line Banking,,,
STRS_addaction_hideout_ablage,Hideout Storage,,,
STRS_addAction_bank_balance,Saldo em Conta,,,
STRS_addAction_bank_dialog,Menu Banco,,,
STRS_addaction_civmenu,interacao %1 (%2),,,
STRS_addaction_restrainciv,conter %1 (%2),,,
STRS_action_hideoutowner,Exibir Ocultar para Proprietario,,,
STRS_addaction_gildenmenu,Gang Menu,,,
STRD_description_gildegruenden_hinweis," ""Nota: O nome nao deve conter aspas! Taxa de criacao e de US $ 100.000. Se voce sair e voltar a participar do jogo voce deve se juntar a gangue (nao ha taxa de adesao). A gangue sera apagado apos 15 minutos se nao houver membros da gangue.""",,,
STRD_description_gildeverwalten_sperren_submit," ""Atualiza!""",,,
STRD_description_gildeverwalten_sperren_header," ""Junte-se permitido?""",,,
STRS_addaction_removesperre,Remover Roadblock / Spikestrip,,,
STRS_addaction_sirene,Sirene On/Off,,,
STRS_addaction_lightbar,Luz On/Off,,,
STRS_addaction_lock,Travado/Destravado,,,
STRS_addaction_crimelog,Sessao de Crimes,,,
STRS_addaction_trunk,Trunk Bau,,,
STRS_addaction_trunk_see,Ver Trunk Bau,,,
STRS_addaction_trunk_check,Checar Veiculo,,,
STRS_camciv_nomoney,Civ cam foi removida.,,,
STRS_civcam_notwanted,Voce esta assistindo %1. Ele nao e procurado.,,,
STRS_civcam_wanted,Voce esta assistindo %1. Ele e procurado.,,,
STRS_deadcam_deadwait_civ,Voce ja morreu %1 tempo de suicidio %5 tempo que tem de esperar %2 segundos para renacer. Voce tambem deve esperar um adicional de %4 segundos para renacer (Para todos os jogadores que voce matou nesta vida e todos os suicidios).,,,
STRS_deadcam_deadwait_cop,"Como um policial voce tem que esperar 30 segundos de respawn, mais um adicional de 30 segundos para todos os jogadores que voce matar.\nSeu tempo de respawn esta rodada e %1 segundos.\nPara evitar de matar civis, use Taser de alto tempo, ou parada, em vez de mata-los. ",,,
STRS_civmenu_stehlen_copzunah,Voce nao pode roubar coisas quando um policial esta proximo.,,,
STRS_civmenu_stehlen,Voce esta roubando dinheiro do que jogador! Por favor, aguarde 5 segundos para conseguir o dinheiro.,,
STRS_civmenu_distance,Esta muito longe do Civ ou ele esta morto,,,
STRS_civmenu_wantedbonus,Aquela era uma pessoa procurada. Voce ganha um bonus de $%1,,,
STRS_civmenu_kopfgeld,Nesta pessoa havia uma recompensa de $%1,,,
STRS_civmenu_hasnodrugs,O CIV nao tem algum tipo de droga.,,,
STRS_civmenu_hasdrugs,"%1 com drogas, voce tem que remove-lo. Voce deve mandar ele para prisao %1 por %2 minutos ou dar-lhe uma multa de $%3. ",,,
STRS_civmenu_disarm,voce desarmou %1!.,,,
STRS_civmenu_buy_disarm_nomoney,Voce nao pode permitir a remocao de armas.,,,
STRS_civmenu_disarm_notarmed,O jogador nao esta armado.,,,
STRS_civmenu_arrested,Prender por %1...,,,
STRS_civmenu_ticketinuse,Voce cometeu um erro ao escrever a multa,,,
STRS_civmenu_gaveticket,Voce deu %1 de multa por $%2.,,,
STRS_civmenu_didpayticket,%1 pago a multa por $%2.,,,
STRS_civmenu_didpaynothing,%1 optou por nao pagar a multa.,,,
STRS_civmenu_ticket_globalchat,%3 levou multa de $%2 por %1,,,
STRS_civmenu_didnotpayticket,%1 nao tem dinheiro suficiente para pagar a multa de $%2,,,
STRS_civmenu_youdidnotpay,Voce nao pagou a multa.,,,
STRS_civmenu_copnotarmed,Voce nao esta armado. Voca precisa de uma arma para fazer isto.,,,
STRS_civmenu_heal,voce curou %1.,,,
STRS_civmenu_panic,Botao de panico para %1 ACTIVATED.,,,
STRS_inventory_checknohands,O Civ nao esta com as maos para cima e nao esta atordoado!,,,
STRS_inventory_checkstring,Suas Licencas:\n\nLicenca pistola: %1\nRiflelicenca: %2\nLicenca de arma pesada: %3\nSniper License: %4\n\nLicenca para carro: %5\nPegar licenca: %6\nLicenca Caminhao: %7\nLicenca Blindado: %8\nLicenca Barco: %9\nLicenca Aerea: %10\nLicense Oleo: %11\nLicenca do Tabaco: %12\nLicenca para Alcool: %13\n\nLicenca Construir: %14\n\nLicenca Passport: %15\n\nLicenca para colete: %16\n\nObjetos ilegais - Quantidade:\n\n%17,,,
STRS_civmenucheck_beendisarmed,Voce foi desarmado.,,,
STRS_civmenucheck_beendrugsearched,Suas drogas foram removidos.,,,
STRS_civmenucheck_ticketrest,Voce ainda deve aos Cops $%1,,,
STRS_civmenucheck_ticketself,Voce pagou uma multa de $%1.,,,
STRS_civmenucheck_youarehealed,Voce foi curado por %2,,,
STRS_civmenucheck_removeddrugs,Um policial encontrou suas drogas e as removeu.,,,
STRS_civmenucheck_haddrugs,%1 teve $%2 por pena de drogas!,,,
STRS_civmenucheck_arrested_self,Voce foi preso por %1 Minutos. Depois voce vai ser teleportado para fora. Voce pode embarcar em um helicoptero para fugir.,,,
STRS_civmenucheck_arrested_global,%1 foi preso por %2 por %3 minute(s),,,
STRS_civmenucheck_free_global,%1 Esta livre novamante, CUIDADO!!!,,
STRS_civmenucheck_free_self,Voce esta livre agora. Nao faca nada de errado ou voce vai ser preso novamente.,,,
STRS_civmenucheck_breakout,%1 has escapou da cadeia!!!,,,
STRS_civmenucheck_stolen,Voce roubou $%1 deste CIV!,,,
STRS_civmenucheck_stolenpub,Alguem esta roubando %1!,,,
STRS_dialogcivmenu_arrest,Preso por %1 min(s),,,
STRS_dialogcivmenu_ticket,Multa  $%1,,,
STRS_dialogandere_bankdialog_you,Voce,,,
STRS_dialogandere_gilden_keinleader,Voce nao e o lider da gangue, voce nao pode usar este menu,,
STRS_dialogandere_itemshop,Seu dinheiro atual e $%1,,,
STRS_moneh_countdown,%1 Minuto(s) ate proximo salario.,,,
STRS_moneh_were,foram,,,
STRS_moneh_nowere,nao foram,,,
STRS_moneh_unimsg,Por causa de sua formacao universitaria voce ganhou $%1 extra.,,,
STRS_moneh_hideoutextramoney,Por causa de seu esconderijo voce tem adicional $%1.,,,
STRS_moneh_civmoneyadd,"%1, voce recebeu um salario de $%2.  Se voce possui uma area de gangue, voce tem extra. O dinheiro foi transferido para sua conta.",,,
STRS_moneh_copmoneyadd,"%1, Voce ganhou $%2, o dinheiro foi transferido para sua conta.",,,
STRS_moneh_paycheckdead,Voce perdeu um salario, porque voce esta morto.,,
STRD_description_onloadintro,Takistan Life,,,
STRD_description_onloadmission,Takistan Life,,,
STRD_description_param1,Marcador de fora da cidade,,,
STRD_description_time,TimeSkipInterval[Day|Night],,,
STRD_description_on,ligado,,,
STRD_description_off,desligado,,,
STRD_description_cancel,Cancelar,,,
STRD_description_buyitem_close,Fechar,,,
STRD_description_submit,Submeter,,,
STRD_description_weapon_submit,Compre essa arma!,,,
STRD_description_civcam_title,Takistan Camera Systems,,,
STRD_description_civcam_chooseciv,Escolha Civ:,,,
STRD_description_civcam_dauer,Duracao:,,,
STRD_description_civcam_cost,Custa:,,,
STRD_description_civcam_submit,ve-lo,,,
STRD_description_carshop_submit,Comprar este veiculo,,,
STRD_description_civmenu_disarm,Desarmar,,,
STRD_description_civmenu_steal,Roubar Inventario,,,
STRD_description_civmenu_drugs,Procurar drogas,,,
STRD_description_civmenu_arrest,Prender,,,
STRD_description_civmenu_ticket,Multa,,,
STRD_description_civmenu_heal,Curar este CIV,,,
STRD_description_civmenu_inventar,Checar Inventario,,,
STRD_description_civmenu_header,Civ-menu,,,
STRD_description_wantedrelease_cost,Digite recompensa:,,,
STRD_description_wantedrelease_setwantedmenu,Definir menu Procurado,,,
STRD_description_wantedrelease_prisonrelease_title,menu de liberacao,,,
STRD_description_wantedrelease_submit,Liberta-lo,,,
STRD_description_wantedrelease_submit_unwanted,Definir como nao procurado,,,
STRD_description_bail_pay,pagar fianca,,,
STRD_description_bail_cost,Fianca,,,
STRD_description_spielerinfo_header,Info do jogador,,,
STRD_description_spielerinfo_select,Escolha do Jogador,,,
STRD_description_spielerinfo_name,Nome do Jogador:,,,
STRD_description_spielerinfo_deaths,Numero de mortes:,,,
STRD_description_spielerinfo_wanted,Procurado:,,,
STRD_description_spielerinfo_kopfgeld,Recompensa:,,,
STRD_description_bombenconfig_header,Configuracao de velocidade para o carro-bomba,,,
STRD_description_bombenconfig_speed,Velocidade:,,,
STRD_description_bombenconfig_speed2,Duracao:,,,
STRD_description_bombenconfig_plant,Plantar Bomba,,,
STRD_description_zeitbombenconfig_header,Tempo de configuracao carro-bomba,,,
STRD_description_zeitbombenconfig_zeit,Tempo:,,,
STRD_description_hideout_submit,Buy Hideout,,,
STRD_description_schluessel_header,Chaves,,,
STRD_description_schluessel_wegwerfen,Jogue Chave para sempre,,,
STRD_description_handy_title,Escrever SMS,,,
STRD_description_handy_cost,Custa: $%1,,,
STRD_description_handy_submit,Enviar,,,
STRD_description_itemmenu_title,Comprar Itens,,,
STRD_description_itemmenu_title2,Vender Itens,,,
STRD_description_inventar_gewicht,Peso unico item/global:,,,
STRD_description_spielerliste_header,Status,,,
STRD_description_gildegruenden_header,Criar nova Gangue,,,
STRD_description_gildegruenden_submit,Criar!,,,
STRD_description_gildegruenden_name,Nome da Gangue:,,,
STRD_description_gildeverwalten_header,Config Gang,,,
STRD_description_gildeverwalten_rauswerfen_header,Chutar Membro,,,
STRD_description_gildeverwalten_rauswerfen_submit,Chutar!,,,
STRD_description_gildehauptmenu_header,Gangues,,,
STRD_description_gildehauptmenu_button_join,Entar na Gangue,,,
STRD_description_gildehauptmenu_button_manage,Config Gangue,,,
STRD_description_gildehauptmenu_button_leave,Sair da Gangue,,,
STRD_description_gildehauptmenu_button_create,Criar Gangue,,,
STRD_description_factory_manifacture_header,Fabrica,,,
STRD_description_factory_manifacture,Fabricar,,,
STRD_description_close,Fechar,,,
STRD_description_janein_header,Por favor, confirme,,
STRD_description_ja,Sim,,,
STRD_description_nein,Nao,,,
STRD_janein_header,Por favor, confirme,,
STRD_stunned_dialogbutton,levantar-se,,,
STRS_handlerdeadpub_civkilled,Voce matou %1! Ele nao era procurado por isso voce deve pagar $%2 para ele, em compensacao.,,
STRS_handlerdeadpub_kopfgeld_youkilled,Voce matou %1! Ele tinha uma recompensa de $%2,,,
STRS_handlerdeadpub_kopfgeld_kill,Voce matou um CIV procurado e tem $%1 de bonus.,,,
STRS_handlerdeadpub_copkilled,Voce matou %1! Agora voce este sendo procurado!,,,
STRS_handlerdeadpub_copkilledbycop,You Team-killed %1!,,,
STRS_handlerdeadpub_suicide,Voce cometeu suicidio.,,,
STRS_konvoy_start,Um caminhao de abastecimento esta a caminho para a base policial.,,,
STRS_konvoy_arrived,O caminhao de suprimentos atingiu a base da policia.,,,
STRS_konvoy_hijacked,O caminhao de abastecimento foi sequestrado! O driver esta morto!,,,
STRS_konvoy_destroyed,O caminhao de abastecimento foi destruido!,,,
STRS_konvoy_civarrived,O Comboio sequestrado atingiu o esconderijo rebelde.,,,
STRS_Konvoymarker,Truck,,,
STRS_bankvanmarker,BankVan,,,
STRS_kopfgeld_kein_kopfgeld_entfernen,Nao ha recompensa por sua cabeca.,,,
STRS_kopfgeld_entfernt,A generosidade de %1 foi removida. Ele nao e mais procurado.,,,
STRS_kopfgeld_nokopfgeld,Actualmente voce nao pode definir %1 como procurado.,,,
STRS_kopfgeld_nomoney,Voce nao tem dinheiro suficiente.,,,
STRS_kofpgeld_set,Voce define uma recompensa de $%2 em %1.,,,
STRS_kopfgeld_publicmsg,%1 define uma recompensa de $%2 em Civ%3s cabeca. Isso e uma recompensa de $%4 no total (o policial que o prender recebera uma recompensa).,,,
STRS_kopfgeld_notself,Voce nao pode definir-se procurado.,,,
STRS_switchedcopmarker,Voce virou cop-markers %1.,,,
STRS_Off,desliga,,,
STRS_On,liga,,,
STRS_statdialog_playerinfo,P L A Y E R - I N F O:,,,
STRS_statdialog_playerlist,P L A Y E R S:,,,
STRS_statdialog_licenselist,L I C E N C A S:,,,
STRS_statdialog_other,O U T R O S:,,,
STRS_statdialog_inventarlist,I N V E N T A R I O:,,,
STRS_statdialog_waffen,A R M A S:,,,
STRS_statdialog_magazine,R E V I S T A S:,,,
STRS_statdialog_gildenlist,G A N G U E S:,,,
STRS_statdialog_laws,L E I S:,,,
STRS_statdialog_regierung,G O V E R N A D O R:,,,
STRS_statdialog_chief,C H E F E  D E  P O L I C I A:,,,
STRS_statdialog_taxes,T A X A S:,,,
STRS_stat_regierung,Government Gang-ID:,,,
STRS_statdialog_money,Dinheiro,,,
STRS_statdialog_hunger,remover,,,
STRS_statdialog_thirst,remover,,,
STRS_statdialog_health,Saude,,,
STRS_statdialog_speed,Velocidade,,,
STRS_statdialog_heigth,Altura,,,
STRS_statdialog_weight,Peso,,,
STRS_statdialog_rolenumber,Numero Papel,,,
STRS_statdialog_copkills,Cops killed,,,
STRS_statdialog_civkills,Civs killed,,,
STRS_statdialog_selfkills,Suicideos,,,
STRS_statdialog_deaths,Mortes,,,
STRS_statdialog_bounty,Reconpensa,,,
STRS_statdialog_bestrace,,,,
STRS_statdialog_racewon,,,,
STRS_statdialog_gilde,Gangue,,,
STRS_statdialog_wanted,Procurado,,,
STRS_statdialog_kopfgeld,Recompensa,,,
STRS_hints_ja,Sim,,,
STRS_hints_nein,Nao,,,
STRS_hints_keins,Nada,,,
STRS_hints_account_balance,Voce tem %1$ em sua conta.,,,
STRS_bail_addbail,Voce tem $%1 por Civ%2 fianca paga.,,,
STRS_bail_addconvoy,Voce tem $%1 do comboio.,,,
STRS_bail_payed,Civ%1 pagou $%2 em fianca,,,
STRS_bail_self,Voce pagou $%1 pela fianca.,,,
STRS_bail_cantpay,Voce nao tem muito dinheiro.,,,
STRS_prison_notinprison,Voce nao pode liberar este Civ porque ele nao esta na prisao.,,,
STRS_prison_freenow,O Civ esta livre agora.,,,
STRS_pimp_vclsell_toofast,Voce esta indo rapido demais para vender o veiculo,,,
STRS_pimp_vclsell,Voce vendeu o veiculo para $%1.,,,
STRM_mission_marker_arbeiter,Trabalhador,,,
STRM_mission_marker_rathaus,Prefeitura,,,
STRM_mission_marker_deliverypoint1,Entrega 1,,,
STRM_mission_marker_deliverypoint2,Entrega 2,,,
STRM_mission_marker_deliverypoint3,Entrega 3,,,
STRM_mission_marker_deliverypoint4,Entrega 4,,,
STRM_mission_marker_deliverypoint5,Entrega 5,,,
STRM_mission_marker_deliverypoint6,Entrega 6,,,
STRM_mission_marker_deliverypoint7,Entrega 7,,,
STRM_mission_marker_deliverypoint8,Entrega 8,,,
STRM_mission_marker_deliverypoint9,Entrega 9,,,
STRM_mission_marker_deliverypoint10,Entrega 10,,,
STRM_mission_marker_workplace1,Local de trabalho 1,,,
STRM_mission_marker_workplace2,Local de trabalho 2,,,
STRM_mission_marker_workplace3,Local de trabalho 3,,,
STRM_mission_marker_terrorhideout,Rebel Hideout,,,
STRM_mission_marker_jail,Cadeia,,,
STRM_mission_marker_Heroindealer,Vender heroina,,,
STRM_mission_marker_cocaindealer,Vender Cocaina,,,
STRM_mission_marker_marihuanadealer,Vender Marijuana,,,
STRM_mission_marker_lsddealer,Vender LSD,,,
STRM_mission_marker_lonelyisland,Apenas uma ilha solitaria,,,
STRM_mission_marker_racefinish,Concluir corrida,,,
STRM_mission_marker_racestart,Largada,,,
STRM_mission_marker_atm,ATM,,,
STRM_mission_marker_shootingrange,Shooting Range,,,
STRM_mission_marker_refuelstation,Posto de Gasolina,,,
STRM_mission_marker_policestation,Base Policial,,,
STRM_mission_marker_headmoneylicense,Licenca Bounty-Hunter,,,
STRM_mission_marker_antidoteshop,Loja Antidoto virus,,,
STRM_mission_marker_civhospital,Civ Hospital,,,
STRM_mission_marker_bank,Banco,,,
STRM_mission_marker_shop_1,Shop 1,,,
STRM_mission_marker_shop_2,Shop 2,,,
STRM_mission_marker_shop_3,Shop 3,,,
STRM_mission_marker_shop_air,Air-Vehicle shop,,,
STRM_mission_marker_shop_air_small,Sports Air-Vehicle shop,,,
STRM_mission_marker_shop_armored,Tank & Car shop,,,
STRM_mission_marker_shop_heavygun,Heavy-Weapon shop,,,
STRM_mission_marker_shop_boat,Barco shop,,,
STRM_mission_marker_shop_sniper,Sniper-Rifle shop,,,
STRM_mission_marker_shop_rifle,Rifle shop,,,
STRM_mission_marker_shop_pickup,Pick-up shop,,,
STRM_mission_marker_shop_truck,Truck shop,,,
STRM_mission_marker_shop_car,Car shop,,,
STRM_mission_marker_shop_handgun,Pistola shop,,,
STRM_mission_marker_shop_smg,SMG shop,,,
STRM_mission_marker_shop_equipment,Equipment shop,,,
STRM_mission_marker_sellcars,Vender Veiculos,,,
STRM_mission_marker_garage,Garage,,,
STRM_mission_drugbuyflag,Comprar Drogas,,,
STRM_mission_marker_fishing,Area de Pesca,,,
STRM_mission_marker_forest,Floresta Local de Trabalho,,,
STRM_mission_marker_farming,Colheita Area,,,
STRM_mission_marker_farmingsell,Vender Colheita,,,
STRM_mission_marker_court,Canteiro de obras Tribunal,,,
STRM_mission_marker_jail_construction,Canteiro de obras prisao,,,
STRM_mission_marker_bagango_shooting_range,Bagango Shooting Range,,,
STRM_mission_marker_factory_air,Fabrica de veiculos aereos,,,
STRM_mission_gruen_fahne,Bases,,,
STRM_mission_blau_fahne,Shops,,,
STRM_mission_gelb_fahne,Hideout / Local de Trabalho / Buyable Shops,,,
STRM_mission_rot_fahne,Ilegal Atividades,,,
STRM_mission_gruen_punkt,Bank / ATM,,,
STRM_mission_rot_punkt,Ponto de Entrega,,,
STRM_mission_gelb_punkt,Corrida de rua,,,
STRM_mission_weiss_punkt,Outros,,,
STRM_mission_legende,Bubtitulo,,,
STRM_mission_legende_civmarker,Civ-marker,,,
STRM_mission_legende_civmarker2,Civ-marker (wanted),,,
STRM_mission_legende_copmarker,Cop-marker,,,
STRM_mission_legende_restaurante,Restaurante,,,
STRM_mission_marker_terrorvehicle,Rebel Vehicles,,,
STRS_license_car,Drivers License,,,
STRS_license_pickup,Pick-up License,,,
STRS_license_truck,Truck License,,,
STRS_license_boat,Boat License,,,
STRS_license_air,Air Vehicle License,,,
STRS_license_kopfgeld,Bounty-Hunter License,,,
STRS_license_terror,Combat Training,,,
STRS_license_uni,Exame Universidade,,,
STRS_license_bank,Banco dos Seguros,,,
STRS_license_bomb,Bomb Training,,,
STRS_license_lockpick,Lock Pick Training,,,
STRS_license_engineer,Engineer Training,,,
STRS_license_explosive,Explosives Training,,,
STRS_license_probator,Civ Shop Buy License,,,
STRS_license_coppatrol,Formacao de Oficiais para Patrulha,,,
STRS_license_copresponse,Formacao de Oficiais Criminal Response,,,
STRS_license_copairsupport,Formacao de Oficiais para Apoio Aerea,,,
STRS_license_copswat,Treinamento SOBR,,,
STRS_license_adminlicense,Admin,,,
STRS_license_glassblowerlicense,Glass Blower Training,,,
STRS_license_pmc,PMC,,,
STRS_license_medic,Formacao Medica,,,
STRM_mission_marker_license1,Car/Pick-up-Licenca,,,
STRM_mission_marker_license2,Handgun/SMG-Licenca,,,
STRM_mission_marker_license3,Sniper/MG-Licenca,,,
STRM_mission_marker_license4,Barco Licenca,,,
STRM_mission_marker_license_airport,Air Licenca,,,
STRM_mission_marker_license5,Caminhoneiro/Oil Licenca,,,
STRM_mission_marker_university,Uni & Training,,,
STRM_mission_marker_Alcohol,Alcohol/Tobacco License,,,
STRS_item_addinfo_keine,none,,,
STRS_item_hideout,Hideout,,,
STRS_item_hideout_info,O Hideout. Use-o fora das cidades, para coloca-lo Na bandeira,,
STRS_inventar_hideout_wrongplace,Voce esta muito perto da cidade para construir seu esconderijo.,,,
STRS_inventar_no_money_hideout,Vocr nao pode pagar pelo esconderijo.,,,
STRS_inventar_bought_hideout,"%1, Vocr construiu um esconderijo aqui.",,,
STRS_variablen_hideout_small,Pequeno Hideout,,,
STRS_variablen_hideout_middle,Medio Hideout,,,
STRS_variablen_hideout_large,Grande Hideout,,,
STRS_variablen_hideout_addon_firstaid,Primeiros Socorros,,,
STRS_variablen_hideout_addon_teleporter,Teleporter,,,
STRS_variablen_hideout_addon_banking,Internet Banking,,,
STRS_hideoutheal_nouse,Voce nao esta ferido.,,,
STRS_hideoutheal_use,Voce esta se curando,,,
STRS_hideoutheal_used,Suas feridas estao curadas.,,,
STRS_hideoutaddons_nobuy,Voce nao pode pagar este extra.,,,
STRS_hideoutaddons_buy,Voce comprou o esconderijo add-on para $%1.,,,
STRS_hideoutaddons_repaired,Voce consertou o seu esconderijo.,,,
STRS_hideoutaddons_norepair,Voce nao pode reparar o seu esconderijo porque ele nao esta danificado.,,,
STRS_hideoutaction_nobuy,Voce nao pode pagar pelo esconderijo.,,,
STRS_hideoutaction_already,Voce ja possui um esconderijo.,,,
STRS_hideoutaction_info,Voce comprou um esconderijo. Ele esta disponivel em seu inventario (Coloque-o selecionando-o no inventario e clique em usar. Nota: Voce nao pode colocar o esconderijo dentro de cidades).,,,
STRS_hideout_flagowner,O dono deste esconderijo e %1,,,
STRS_hideout_locked_entered,%1 entrou em seu esconderijo.,,,
STRS_hideout_locked,Esconderijo bloqueado.,,,
STRS_hideout_unlocked,Esconderijo desbloqueado.,,,
STRS_hideout_marker,Seu esconderijo,,,
STRS_item_alreadygothideout,Voce ja tem um esconderijo.,,,
STRS_item_versicherung,Bank Insurance,,,
STRS_item_versicherung_info,Voce nao pode perder todo o dinheiro quando o banco e assaltado, tendo este item em seu inventario. Cada vez que o banco obtem roubado um item de seguros vai ser removido.,,
STRS_item_impound,Confisco multa Veiculo,,,
STRS_item_impound_info,Com este bilhete voce pode apreender um veiculo.,,,
STRS_inventar_impound_zuweit,Nao ha veiculo aqui.,,,
STRS_inventar_impound_gesehen,%2(%1) foi apreendido veiculo (%3)!,,,
STRS_inventar_impound_already,Voce nao pode confiscar o seu proprio veiculo!!.,,,
STRS_inventar_impound_success,Voce teve o veiculo apreendido!,,,
STRS_inventar_impound_noluck,Voce nao conseguiu confiscar este veiculo,,,
STRS_item_lockpick,bloquear Escolha,,,
STRS_item_lockpick_info,Com este dispositivo, voce pode roubar outros veículos e adquirir as chaves.,,
STRS_inventar_lockpick_zuweit,Nenhum veiculo proximo o suficiente.,,,
STRS_inventar_lockpick_gesehen,%1 foi visto roubando um veiculo (chapa de matricula: %2)!,,,
//STRS_inventar_lockpick_gesehen,%1(%2) foi visto roubando um veiculo (chapa de matricula: %3)!,,,
STRS_inventar_lockpick_already,Voce ja possui este veiculo.,,,
STRS_inventar_lockpick_success,Voce tem este veiculo!,,,
STRS_inventar_lockpick_noluck,A chave micha quebrou.,,,
STRS_item_holz,Madeira,,,
STRS_item_eisenerz,Minerio de Ferro,,,
STRS_item_mineraloel,Oleo Mineral,,,
STRS_item_ebauteile,Componentes Eletronicos,,,
STRS_item_silizium,silicio,,,
STRS_item_kupfer,Cobre,,,
STRS_item_stahl,Aco,,,
